,user_id,total_events,Baja_usuario,events_last_month,total_months,rate_events,age,gender,height,seniors_exercise_level,traits_language_code,os_name,device_type
25651,0mGEcJn7JnOteQTu94mJS75aSXe2,482,1,481.0,1,482.0,37.0,0,180.0,2.0,1,2,2
26133,0mQKCZzqbaNZOMSA1nbnpwIODrE3,115,1,114.0,1,115.0,68.0,1,154.0,2.0,2,1,1
26248,0nK7ft8NbFPhRiYzwFsk5xe0IAe2,17,1,16.0,1,17.0,65.0,1,151.0,1.0,1,1,1
26265,0nN520mMPEWDFNY5gJLozqYR5wI2,113,1,112.0,1,113.0,48.0,1,173.0,1.0,1,1,1
26378,0nNoWO6XizUn45uHEGtxtfez3mS2,123,1,122.0,1,123.0,62.0,1,165.0,2.0,1,2,2
26501,0nSAOV8uDieGswR7TVn6BZFMH1K2,24,1,23.0,1,24.0,65.0,1,154.0,1.0,1,1,1
26525,0ng6gw7TZgMZn4q4XrqO10hCeFH3,127,1,126.0,1,127.0,60.0,1,168.0,2.0,1,2,2
26652,0njPsiia4tcyjFYJH6Zm108PRQz1,29,1,28.0,1,29.0,53.0,1,166.0,1.0,1,1,1
26681,0nsIR6RLNaW5JQiUZgfQgRen3UT2,36,1,35.0,1,36.0,50.0,1,150.0,1.0,1,1,1
26717,0nwkhgqsPqRbB0KDCnNt5hGUtId2,117,1,116.0,1,117.0,59.0,0,169.0,1.0,1,1,1
26834,0oDxdJVVh4crZ2AAeX3ZY4iYcS03,95,1,94.0,1,95.0,62.0,1,163.0,3.0,1,2,2
26929,0oGuA1NFLgW1tFHs0z8eSKOANRp2,145,1,144.0,1,145.0,57.0,1,168.0,2.0,1,2,2
27074,0oRDprfgQ4UAewWddh2vKO8LxQl1,127,1,126.0,1,127.0,62.0,1,157.0,2.0,1,2,2
27201,0oeWkShsU7O2Lyb9nhrd1QAKCy13,235,0,234.0,1,235.0,60.0,0,170.0,1.0,1,1,1
27436,0ogKTECrbjfs3jgQ4jqWR9YZRqx1,111,1,110.0,1,111.0,66.0,1,154.0,2.0,1,2,2
27547,0osHelSLlGRvuBmWDDw1YoUxMd43,180,1,179.0,1,180.0,62.0,0,157.0,2.0,2,2,2
27727,0p19uiB17yPw871hxNtqNP4AQsY2,176,0,174.0,1,176.0,70.0,1,158.0,2.0,1,2,2
27903,0p26VCUZPkWwF9suWfPa94luijm2,35,1,34.0,1,35.0,56.0,1,163.0,1.0,1,2,2
27938,0pDKz5dX9MeMW3nqiZEwLSJleLg2,234,0,75.0,2,117.0,61.0,1,167.0,2.0,1,2,2
28172,0pVzzOLpurfRUKoRBfvWF2m7ESV2,82,1,81.0,1,82.0,62.0,1,167.0,2.0,2,1,1
28254,0pdurGKbNfgegapQg7hChd2KDzQ2,121,1,120.0,1,121.0,67.0,1,154.0,2.0,1,2,2
28375,0pi6Rbzkw5WSWDj76jj72XiPhrU2,114,1,113.0,1,114.0,62.0,1,165.0,2.0,2,1,1
28489,0plHUqDD4Nb5f30Dop4av1WFryY2,108,1,107.0,1,108.0,60.0,0,170.0,2.0,1,1,1
28597,0poDiwb6PIX1kwMk1GGBNNEwMEq1,126,1,125.0,1,126.0,70.0,1,162.0,2.0,2,1,1
28723,0pw2pVkBppgSzjVONLrsNBCMV692,46,1,45.0,1,46.0,60.0,1,153.0,1.0,1,1,1
28769,0q13XkMSLaV9tmudIfJ6VTKRyLF2,56,1,55.0,1,56.0,70.0,0,173.0,1.0,1,1,1
28825,0qN8EoTmunUon85tFhxSau7FcaG3,41,1,40.0,1,41.0,56.0,1,166.0,3.0,1,1,1
28866,0qQNEZoITIgueUDLVa4I1jhEM3l1,77,1,76.0,1,77.0,59.0,1,173.0,1.0,1,1,1
28943,0qmeNevuONYxzoyfxqr89PSJsca2,143,0,142.0,1,143.0,63.0,1,172.0,2.0,1,2,2
29086,0qvemDPlDZg4ebrOZWF7nRXgO9j2,126,1,125.0,1,126.0,65.0,1,170.0,2.0,2,2,2
29212,0r7yxBpm6QWJu3gfiBQ2g6y1I3A2,85,1,84.0,1,85.0,60.0,0,167.0,3.0,1,3,2
29297,0r92sF4MPnSBSqrB3nUzYZovMnk1,51,1,50.0,1,51.0,65.0,1,173.0,2.0,1,2,2
29348,0rM2F8CYy3QINj43wSO41YPwiti2,174,0,66.0,2,87.0,58.0,1,174.0,1.0,1,1,1
29522,0rUqWLWzm3fFGYkobOG5oMpYHlF2,41,1,40.0,1,41.0,62.0,1,169.0,2.0,1,1,1
29563,0reFzLkHjeNimoA9ezNX035Rekt1,97,0,96.0,1,97.0,50.0,1,165.0,1.0,2,1,1
29660,0s2QcnL6EMNnT5MyQU3zHxdGRQy2,150,0,36.0,3,50.0,65.0,0,170.0,1.0,1,2,2
29810,0s74SgkE1vcbgzhWAlOwvzzhX9p2,192,0,191.0,1,192.0,61.0,1,160.0,2.0,1,2,2
30002,0sHglgMG9eUa7A6LFCFsC4C1Obw2,25,1,24.0,1,25.0,61.0,1,161.0,1.0,1,1,1
30027,0sPIyuIeYef3USsxStTEZGbqXig2,102,1,101.0,1,102.0,61.0,1,168.0,1.0,2,1,1
30129,0so00ICTcFM1Glubg1k54D8RuvI2,94,1,93.0,1,94.0,66.0,1,162.0,2.0,1,2,2
30223,0t56jEDPptZPfnfHSF2P0leZS882,35,1,34.0,1,35.0,61.0,0,167.0,1.0,1,1,1
30258,0tPklmNPdWaCJJ7xfnKpWLWxTxT2,177,0,176.0,1,177.0,70.0,0,180.0,1.0,1,1,1
30435,0tTQoJZpxPhINtGzZgjYTqW081H3,111,1,110.0,1,111.0,63.0,1,165.0,1.0,1,1,1
30546,0thtfqGIVFWO74vfDMtmigeljqk1,63,1,62.0,1,63.0,60.0,1,162.0,1.0,1,2,2
30609,0uCQ27pWbUWWMmtncRC4pXsOGRO2,101,1,100.0,1,101.0,61.0,1,152.0,3.0,1,1,1
30710,0uc6XZzBlZeLD90vnpYFkbqnPef2,43,1,42.0,1,43.0,60.0,1,162.0,2.0,1,1,1
30753,0ug79AMeWoWbAMwCFJRmrgIBriq2,125,1,124.0,1,125.0,50.0,1,162.0,2.0,1,1,1
30878,0uo9lEtETCd589Wq2Bglql9SNTo2,140,1,139.0,1,140.0,63.0,1,152.0,2.0,1,2,2
31018,0v0E9VGZ3Je6OKrTg0UOHApKpJD3,118,1,117.0,1,118.0,60.0,1,157.0,2.0,1,2,2
31136,0vCN4rFEFhTYA6NttbnkQ7JUxfk1,114,1,113.0,1,114.0,66.0,0,178.0,2.0,1,2,2
31250,0vDGWvyNuUbZjU3badzhEHMe5LD2,122,1,121.0,1,122.0,77.0,1,157.0,2.0,2,2,2
31372,0vUSUKFsT1dPskhStNtNmS5ODJf2,182,0,65.0,3,60.66666666666666,68.0,1,161.0,2.0,2,2,2
31554,0x35IcTCHgXA92j79QNs4jPf0tR2,106,0,105.0,1,106.0,67.0,1,164.0,2.0,1,1,1
31660,0x3NJKIn3HhTyYPO3t6MGYAPll53,41,1,40.0,1,41.0,69.0,1,154.0,1.0,1,1,1
31701,0x5vVbg1u0N5JFm79SdRGmIWLho2,135,1,6.0,4,33.75,58.0,1,180.0,3.0,1,1,1
31836,0xByxM9p9NfM70ThgahBxFxgZFH3,35,1,34.0,1,35.0,58.0,1,165.0,1.0,1,1,1
31871,0xPxwDuNYAevBsqktYeoSjkeFmz1,384,1,383.0,1,384.0,60.0,1,170.0,1.0,2,2,2
32255,0xbdWTMeRyNfoKbC7rIu2PXdm8B3,35,1,34.0,1,35.0,70.0,1,166.0,1.0,1,1,1
32290,0xq9kT6zIFRNg3daqx1wWfUJWZr1,23,1,22.0,1,23.0,61.0,1,155.0,1.0,1,2,2
32313,0y76yzQDeXMYcOzrc2jQH0thlYS2,150,0,22.0,2,75.0,59.0,1,156.0,2.0,1,1,1
32463,0y7l8Pts37bLLwMO1U0cNTeGPWo2,113,1,112.0,1,113.0,64.0,1,174.0,1.0,2,1,1
32576,0yTGZVRcsuU29aj6cjpJ6Kp6pxD2,124,0,7.0,6,20.666666666666668,66.0,1,159.0,1.0,1,1,1
32700,0ykGL1I4VUSwUBaNqJz8nrbg8aH2,140,1,139.0,1,140.0,80.0,1,156.0,1.0,1,2,2
32840,0ylNPbfvBEfQStJ7Ih8NrfrX0vk1,23,1,22.0,1,23.0,62.0,1,162.0,1.0,1,1,1
32863,0yy8oznD5cVmobY5HvztuRSKq9A2,59,1,58.0,1,59.0,52.0,1,161.0,3.0,1,1,1
32922,0yylglZsmzQ05Ta0qJYjeCTE8303,209,0,208.0,1,209.0,68.0,1,153.0,1.0,1,2,2
33131,0z3PA7Wb1wWhtyFwKUNjphJL64F3,65,0,28.0,6,10.833333333333334,59.0,1,153.0,1.0,1,1,1
33196,0z492spjcVTwMh4ebggjSKCZNbF3,36,1,35.0,1,36.0,66.0,1,164.0,1.0,1,1,1
33232,0z7jjj4CPqgv5PsnOU6Y7ADdCaY2,88,1,87.0,1,88.0,71.0,1,170.0,2.0,2,1,1
33320,0zAviqc1W9WUheLnajQ7aceuWOg2,284,0,283.0,1,284.0,57.0,1,170.0,1.0,2,2,2
33604,0zCy2xToYOgJKTRlGDsUuQqxOoK2,114,1,62.0,3,38.0,61.0,0,192.0,1.0,1,1,1
33718,0zZDcn6oZnW3RdYR3pjDkgtaxaM2,35,1,34.0,1,35.0,59.0,1,160.0,1.0,1,2,2
33753,0zn6TdVCNnbcYa2GomQ1wSf9Njo1,110,1,109.0,1,110.0,60.0,1,157.0,2.0,1,1,1
33863,0zocXDpADSN0qecv4jzlGNzwJMw2,131,1,130.0,1,131.0,52.0,1,166.0,3.0,1,1,1
33994,104D1TdUw5gdibDoqCnST52jAlA2,148,1,147.0,1,148.0,63.0,1,160.0,2.0,1,2,2
34142,10VP55IGA3d6AkecQxg8K0gkAou2,157,0,156.0,1,157.0,60.0,1,165.0,1.0,2,2,2
34299,10aefTHeq2NxRSA5xJ5MgoVFFOo2,46,1,45.0,1,46.0,59.0,1,174.0,3.0,2,1,1
34345,10eCj4JbWAaPdWrKHIFZAcbsCN33,87,1,9.0,2,43.5,64.0,1,154.0,2.0,2,2,2
34432,10lpZCTeGjR6chg88eC2F5HZKbw2,112,1,111.0,1,112.0,60.0,1,160.0,2.0,2,2,2
34544,10lsRZoYHEd29v3qhpCrCmScup22,28,1,27.0,1,28.0,61.0,1,152.0,2.0,1,1,1
34572,10oZIZSvjpUj4ukTbS3tL1FFf293,72,1,71.0,1,72.0,63.0,1,167.0,1.0,1,1,1
34644,10zvv5QPitb44fmpbfwmRHxlLg22,140,1,139.0,1,140.0,60.0,1,165.0,2.0,1,2,2
34784,115kYhJEdhcJh0fmxhE41Tg85Xa2,136,0,135.0,1,136.0,72.0,0,169.0,3.0,1,3,2
34920,11AeMbKWZReftzuoa1WNwOfXMfC3,31,1,30.0,1,31.0,52.0,1,178.0,2.0,1,1,1
34951,11JQqzaqQvTq4zG9kI8a1Cl8WEm2,107,1,106.0,1,107.0,84.0,0,178.0,3.0,1,1,1
35058,11Q59npt9RQJhUHj0hAp38VNzyh2,28,1,27.0,1,28.0,50.0,1,163.0,3.0,1,2,2
35086,11a6HzzsfmVaiuRBP3M8tKOE9nZ2,165,0,164.0,1,165.0,78.0,1,167.0,2.0,2,1,1
35251,11mRx76KQDc3EWvufg66nmUh3fI3,26,1,25.0,1,26.0,61.0,0,173.0,1.0,1,1,1
35277,126dLwqWdRcwSiV1bcZoPsl5XqA3,41,1,40.0,1,41.0,66.0,1,171.0,3.0,2,1,1
35318,12cZGWEQLjTUcJB5EhDUb5l75Jo1,40,1,39.0,1,40.0,55.0,0,180.0,1.0,1,1,1
35358,12pYbMJMethbeNw2PA9SQEv8eFo2,45,1,44.0,1,45.0,73.0,1,160.0,1.0,1,1,1
35403,12tiUyFCJxSwcnpu3w4tbLvJ2Fp2,35,1,34.0,1,35.0,59.0,0,170.0,1.0,1,1,1
35438,13NSdarJrNcjsyOLkbIFPzVlrzS2,165,0,164.0,1,165.0,63.0,1,170.0,2.0,2,2,2
35603,13Wd6tZLBDOKJhpgq7iL1Wqhvm73,253,0,252.0,1,253.0,67.0,1,156.0,2.0,1,3,2
35856,13jbuMRDdsW90KgU7L7kmWrhIak2,72,1,71.0,1,72.0,59.0,0,170.0,2.0,1,1,1
35928,13kTU8QCqKQIS1otEbzndpzAZaM2,55,1,54.0,1,55.0,70.0,0,180.0,1.0,1,1,1
35983,13koalH4KHaCKfZdMXig0V4ejjC2,44,1,43.0,1,44.0,67.0,1,167.0,1.0,1,1,1
36027,13pQYdMPY8hAoaQtrXlRpsXAzpJ3,153,1,152.0,1,153.0,69.0,1,150.0,2.0,1,2,2
36180,13wLp9bMJPdx2pSX7dm6UqC3huG2,27,1,26.0,1,27.0,53.0,1,160.0,1.0,1,1,1
36207,14Bidc7U4MgkA4KZir6B2ZaaVe12,97,1,96.0,1,97.0,62.0,0,176.0,2.0,1,1,1
36304,14VHUhkabvPxsMy5rFhNVtK4iFo2,35,1,34.0,1,35.0,53.0,1,163.0,1.0,1,1,1
36339,14hexMlvb3XxiPjYUNZm2PSCU5j2,65,1,1.0,3,21.666666666666668,75.0,1,165.0,1.0,1,2,2
36404,14xthgCwzoQKnuC7vzqqsSM6CIY2,69,0,2.0,4,17.25,73.0,1,157.0,2.0,1,2,2
36473,159kijA7yKSJzS6W58WNTxcfwjG3,36,1,35.0,1,36.0,53.0,1,169.0,1.0,1,1,1
36509,15F9zyim2DRMo2usxidINrMo77I3,134,1,133.0,1,134.0,57.0,1,150.0,2.0,1,2,2
36643,15Ke0OhfgKdQWEX0BqSIGnDMVqs1,27,1,26.0,1,27.0,60.0,1,167.0,1.0,1,1,1
36670,15aSUXQx1tWpw13s5y5NwV0lG123,64,1,63.0,1,64.0,60.0,0,157.0,3.0,1,1,1
36734,15xM8BX3u7V8zwBSWeDkdAwGC042,37,1,36.0,1,37.0,58.0,1,157.0,1.0,1,1,1
36771,161jGvdJktW7rk2hkKABWZrPxR43,50,1,49.0,1,50.0,52.0,1,169.0,1.0,1,1,1
36821,16o3Zav12INW6tkb6W6rraNxQHC2,85,1,84.0,1,85.0,56.0,1,171.0,3.0,1,2,2
36906,17A5R8ldg4gu1RLgKSUUjJ6WPZU2,27,1,26.0,1,27.0,76.0,1,168.0,1.0,1,2,2
36933,17Regkl2J7XkYCZNApgUQaNouHI2,30,1,29.0,1,30.0,60.0,1,156.0,2.0,1,1,1
36963,17lb79rqOZSrphe3sQx03hLaSJX2,54,1,53.0,1,54.0,63.0,1,155.0,2.0,1,1,1
37017,17m2VhsmCPgfGb0MsrAs5H9EEqL2,123,0,122.0,1,123.0,64.0,0,170.0,2.0,1,3,2
37140,17oxOQQw49QwzjXTMRlJJLad7JH2,143,0,142.0,1,143.0,61.0,1,155.0,2.0,1,1,1
37283,18C2M6q3PYcIuQqry0SM3FpKn8L2,120,1,119.0,1,120.0,62.0,1,154.0,2.0,1,1,1
37403,18QjPiKy4KYIg3qbtligXX16JZ72,78,1,77.0,1,78.0,52.0,1,159.0,1.0,1,1,1
37481,18YS6QtPKtR6x2qLY7HTUOBmxdr1,33,1,32.0,1,33.0,64.0,0,182.0,1.0,1,1,1
37514,18bQYADoMMWdmFCK0cQjh0pUbhv2,39,1,38.0,1,39.0,64.0,1,150.0,2.0,1,1,1
37553,19GZfYJvTBaRSb1MEpRydKIvkFj2,34,1,33.0,1,34.0,63.0,1,160.0,2.0,1,2,2
37587,19MkXbrPYndpkIEaTMyUfExiQJz2,23,1,22.0,1,23.0,56.0,0,183.0,1.0,1,1,1
37610,19NWCmNnmHN80Zg4R4K6dqV1Qag2,187,1,186.0,1,187.0,62.0,1,158.0,1.0,1,1,1
37797,19tQuVXgarX7BULB2II1XhxT2kH3,55,1,54.0,1,55.0,58.0,1,159.0,1.0,1,1,1
37852,1ADZEfPEYlcyxQ5co2DgslAfIF72,148,0,147.0,1,148.0,63.0,1,160.0,2.0,1,2,2
38000,1Ab7VX9NeFPzJdtD0wMMnSGpT992,109,1,108.0,1,109.0,72.0,1,158.0,2.0,1,2,2
38109,1AcLBC3YY4enlOShq7kX3bGnHyu1,101,1,100.0,1,101.0,62.0,1,162.0,2.0,1,2,2
38210,1B4c6GGFUYQ9veJuKotJV9iFyOi1,47,1,46.0,1,47.0,59.0,0,169.0,1.0,1,1,1
38257,1BG8b1A28KVatFED2grXM3Z3H0g1,84,1,53.0,2,42.0,62.0,1,161.0,3.0,1,2,2
38341,1BI80RTSPxMbJyLP8Xw7xeqI4rj2,230,0,22.0,7,32.857142857142854,61.0,1,160.0,1.0,1,1,1
38571,1Bay5yPCbcQlAj5Edj6Lz0HMt2m2,180,1,179.0,1,180.0,73.0,1,167.0,2.0,1,2,2
38751,1BmauOACjzZIaMYLeAwkwHkN4uG3,41,1,40.0,1,41.0,61.0,1,168.0,2.0,2,1,1
38792,1BqQkx4T9uZJVJFefRZbMLDZWaI2,28,1,27.0,1,28.0,56.0,0,169.0,1.0,1,1,1
38820,1BssNxgk8yOwVXWtvyAgfgvZc083,138,1,137.0,1,138.0,57.0,0,172.0,2.0,1,1,1
38958,1CJM986rD5QSSNC6RWpjPLiX8AY2,116,1,115.0,1,116.0,67.0,1,165.0,2.0,1,1,1
39074,1CRHunDqY8gpajDsCONu4YcM8Iz1,67,1,13.0,5,13.4,51.0,1,165.0,1.0,1,1,1
39141,1CZGfHnLsLUzCAeKhioNHvlxLk83,31,1,30.0,1,31.0,66.0,1,162.0,1.0,1,1,1
39172,1D3hzKu2mrUFDpLZRoRDklVlSmn2,75,1,18.0,4,18.75,58.0,1,171.0,1.0,1,1,1
39247,1DDK0oDryTfruRCsSheCG5hi45r1,173,0,172.0,1,173.0,77.0,1,169.0,2.0,1,3,2
39420,1DDrXRgTJlYqLwL6s7u4AD2DpRZ2,40,1,39.0,1,40.0,54.0,1,167.0,1.0,1,1,1
39460,1DLESAYL2iRzzFbDmi8oVmEIutt1,122,1,121.0,1,122.0,66.0,1,168.0,2.0,2,2,2
39582,1DTez5rCCQTb97ELnX7263185Hr2,61,1,60.0,1,61.0,55.0,1,150.0,3.0,1,1,1
39643,1DmIgIxh5wXaKwoX9pNBqtzd9Y92,35,1,5.0,3,11.666666666666666,77.0,1,162.0,1.0,1,2,2
39678,1Eba0K1d3nbSvmc4MWwkhpjTECW2,35,1,34.0,1,35.0,69.0,1,158.0,1.0,1,1,1
39713,1EgA1TLlctRWLTId1hC15Ga2X8E2,67,1,66.0,1,67.0,68.0,1,160.0,2.0,1,2,2
39780,1EoTnFnB7AOaA83SOI4BlOOzEUv2,160,1,159.0,1,160.0,50.0,1,165.0,1.0,1,1,1
39940,1EobsVF6YBOXcmVJ7xtky5H8TXG2,26,1,25.0,1,26.0,65.0,1,164.0,1.0,1,1,1
39966,1EtSYYTIexXNrn6qRM9E9GW7Oi33,201,0,6.0,3,67.0,64.0,0,173.0,2.0,1,2,2
40167,1EyzVGpk1VXIwGdLC4P7YDOsztb2,61,1,60.0,1,61.0,53.0,1,154.0,1.0,1,1,1
40228,1Ez8qJPG81S7zYquNLqakOO2Q4w1,232,0,105.0,2,116.0,65.0,1,157.0,2.0,1,2,2
40460,1F0jBfkFN2fZhrhgNCbPecXB7Ld2,61,1,60.0,1,61.0,65.0,1,165.0,1.0,1,1,1
40521,1F6MKjuWduVRa9wGrBVa04BjJ5H2,151,1,150.0,1,151.0,63.0,1,152.0,2.0,2,2,2
40672,1FdyDAAtbfedV4cmmr8qPjcwp4E2,109,1,108.0,1,109.0,62.0,1,159.0,2.0,1,1,1
40781,1FxWU7jQTFMlmYasPULzLOA1X2g1,102,1,101.0,1,102.0,63.0,1,159.0,2.0,2,2,2
40883,1FyTrO3XE2amuLgx6G6SOu04Vdc2,34,1,33.0,1,34.0,61.0,1,165.0,2.0,1,1,1
40917,1G6LHPzfSLaUjvzXvHPAuLhxYZg1,110,1,109.0,1,110.0,63.0,1,160.0,2.0,1,1,1
41027,1G7Uzp1r6SZl79iFK1TYEoeg5Gw2,5239,0,744.0,4,1309.75,70.0,1,158.0,2.0,1,2,2
46266,1G9t5HdRu4RjvUJYNHKvFZSrXGu2,24,1,23.0,1,24.0,61.0,1,169.0,1.0,1,1,1
46290,1GGxCRwXbKVTUNAFG5ux3nzz7Ho1,46,1,45.0,1,46.0,65.0,1,175.0,2.0,2,2,2
46336,1GUGvqPFzoRffBPB4r4aJOox4B73,40,1,39.0,1,40.0,61.0,1,166.0,1.0,1,1,1
46376,1Gq7GcNWD4RCPmVJ77ul0HD8MfP2,114,1,113.0,1,114.0,60.0,1,159.0,1.0,1,1,1
46490,1H8ptU2yexeWGt7HZpNC3aSq3OZ2,155,0,153.0,1,155.0,61.0,1,157.0,2.0,1,2,2
46645,1HDY75nqYiVSQfKrYdGFqllVe8W2,20,1,19.0,1,20.0,61.0,1,171.0,1.0,1,1,1
46665,1HP4heuCrgNFODHenv8hiA5BqTm1,102,1,101.0,1,102.0,60.0,1,170.0,2.0,1,1,1
46767,1HV7DDuzetPNiVQhP0u6Vg3KpnG3,154,1,153.0,1,154.0,68.0,1,153.0,2.0,1,2,2
46921,1HXvInda0CSex9YJ3WA2p3IggTC3,136,1,135.0,1,136.0,67.0,1,156.0,2.0,1,2,2
47057,1HiwqGpaheTo98LHXTPj1savc6a2,26,1,25.0,1,26.0,58.0,1,172.0,1.0,1,1,1
47083,1HzznhUibZbYUsVsSTPsD51bmUu1,49,1,48.0,1,49.0,67.0,1,153.0,3.0,1,2,2
47132,1INFLoRYkmWh7uZILXDpiL98tOU2,92,1,91.0,1,92.0,56.0,0,171.0,3.0,2,1,1
47224,1IP3xOQJWgN2oy5nVgE5FMRgjvo1,95,1,94.0,1,95.0,64.0,1,156.0,3.0,1,2,2
47319,1IWvaLhejKMrd3KUXzMjb5eZgy72,45,1,44.0,1,45.0,51.0,1,158.0,1.0,1,1,1
47364,1IuW2hr04WPHQNZ68Dp4LChCmBY2,4,1,3.0,1,4.0,60.0,0,170.0,3.0,1,1,1
47368,1IwKlbtJgmSLwLe7sIMSCNVbGIe2,253,1,9.0,2,126.5,79.0,1,156.0,1.0,1,1,1
47621,1J3EXqc2pXSSw1ofFsKTts8vYu03,141,0,140.0,1,141.0,64.0,1,159.0,2.0,1,2,2
47762,1J4CKJOAOUebIQLVliyERM9cdIi2,110,1,109.0,1,110.0,64.0,0,167.0,2.0,2,1,1
47872,1J5T03t4xCVjPdENt4ejVZkFf4V2,102,1,101.0,1,102.0,68.0,1,161.0,1.0,1,2,2
47974,1JGNlq1QQHfJBeuuWObP3M7olyP2,76,0,42.0,5,15.2,64.0,0,164.0,1.0,1,1,1
48050,1JSai5utsASW3pdBJxXAN0i0P1k2,58,1,57.0,1,58.0,62.0,1,170.0,1.0,2,1,1
48108,1JZFddWMwIa8GeH3c5y3xvh4PYH3,126,0,125.0,1,126.0,63.0,1,162.0,3.0,1,1,1
48234,1Jhxa9zqx6WI885qcUhXXgHk5Fc2,38,1,37.0,1,38.0,50.0,1,160.0,2.0,1,2,2
48272,1JvqllZq8nStEMHSbDns2hibzyY2,53,1,52.0,1,53.0,60.0,1,170.0,2.0,2,2,2
48325,1JywqkEU7CXQDeJoJJ3kSWa0Nuv1,103,1,102.0,1,103.0,66.0,1,168.0,2.0,1,2,2
48428,1KjTVnWEP2Vb5XHxqa5h45dtZy83,66,0,18.0,3,22.0,60.0,1,163.0,3.0,1,2,2
48494,1KuAf6Rq7ddJJMa2NFC09PBJR112,140,0,139.0,1,140.0,64.0,0,179.0,2.0,1,1,1
48634,1Kup4dANgGU95YoVbEwt1BJIiqg1,30,1,29.0,1,30.0,53.0,1,153.0,3.0,1,2,2
48664,1L3GoDrqfbgSTI5QBDVu5ozRvqn2,96,1,95.0,1,96.0,66.0,1,170.0,3.0,1,2,2
48760,1L7Qbd5SrdMzFsBFiTPecI1EtTB3,44,1,43.0,1,44.0,54.0,1,156.0,1.0,1,1,1
48804,1LDMAwp5fyRpgFGdnRuVm52YHpr2,63,1,62.0,1,63.0,55.0,1,166.0,1.0,1,1,1
48867,1LLDqa1yLXe2c6m7ptdqBpFKT0b2,95,1,94.0,1,95.0,56.0,1,153.0,3.0,1,1,1
48962,1LUV30lVc3eH0z4jf3JSZ1jLRwu2,57,1,56.0,1,57.0,60.0,1,160.0,2.0,2,2,2
49019,1LXQKhsFIMaIGUAWbmpkl78YwP23,519,0,22.0,4,129.75,55.0,1,172.0,3.0,1,2,2
49538,1LdSkK3pIfgvBzagkBzgfw1MoWZ2,37,1,36.0,1,37.0,60.0,1,170.0,1.0,1,1,1
49575,1LiDZrU5VQf2y9qji56E8tbs0Wq2,22,1,21.0,1,22.0,63.0,1,173.0,2.0,2,1,1
49597,1LiUREEjyCR1ypSyAsEsWm3RkM13,45,1,44.0,1,45.0,58.0,1,168.0,1.0,1,2,2
49642,1Lma6D5ilUdYZYlqszblDUmCqTn2,127,1,126.0,1,127.0,79.0,1,156.0,1.0,1,3,2
49769,1LpjUfrHj3M9PWz5w7L4YyUpD7c2,35,1,34.0,1,35.0,59.0,1,164.0,1.0,1,1,1
49804,1Lu6vycjceSC893mKfzQOUqzeDP2,28,1,27.0,1,28.0,56.0,1,158.0,1.0,1,1,1
49832,1MDNHRdSpWPdhoQG4GTTn98thwG3,41,1,11.0,2,20.5,76.0,1,155.0,2.0,1,2,2
49873,1MLdsk7aVvWF1AkBuXVNEXPLeeq2,42,1,41.0,1,42.0,56.0,1,159.0,1.0,1,1,1
49915,1MRhwRTODYMiORX0JbvdCMhBC3B2,212,0,211.0,1,212.0,64.0,1,152.0,2.0,1,2,2
50127,1MYFP3JyzacnKCd2B1b0clOzYt13,160,1,159.0,1,160.0,44.0,1,162.0,1.0,2,1,1
50287,1MeP6wMPf0UHZQq3vwd5QJxLGwd2,41,1,40.0,1,41.0,59.0,0,0.0,3.0,1,2,2
50328,1MiMHVFLmMTl0xbfd34uf8m4yyg1,27,1,26.0,1,27.0,56.0,1,160.0,1.0,1,1,1
50355,1MtMqHJ4HBXyQaNYd2tbjX9lCrX2,121,1,69.0,3,40.333333333333336,61.0,1,166.0,1.0,1,1,1
50476,1N0RW0zP2iWjdNWLnv5IPNcJ5C72,87,1,86.0,1,87.0,62.0,1,170.0,2.0,2,1,1
50563,1N2YqBFhGPco2FO67BS6pkFGHnG2,244,0,242.0,1,244.0,63.0,1,150.0,2.0,1,2,2
50807,1N3t6BqmTlNYwgG9hmXVCRfVSph1,113,1,112.0,1,113.0,68.0,1,156.0,2.0,1,2,2
50920,1N4hKdcMpwhhcqFaLYhaQ4jUxgJ2,183,0,182.0,1,183.0,66.0,1,154.0,3.0,1,2,2
51103,1NJqI9ZasNheqxC6hcfQPKL83X23,90,1,89.0,1,90.0,57.0,1,167.0,2.0,2,2,2
51193,1NYrElKpJibQ5EaXJ4OWFWsEzHo1,3,1,2.0,1,3.0,59.0,0,171.0,3.0,2,1,1
51196,1Nf5Vr5XyKUiKsU5PdGO8qw8yn33,184,0,183.0,1,184.0,62.0,1,161.0,1.0,1,2,2
51380,1OGXJ8AuNkO2IQ99HmKWmBxl1rM2,24,1,23.0,1,24.0,58.0,1,154.0,1.0,1,1,1
51404,1ONW3JhnQPQ07hIsaEv6e4nvBsi2,56,1,23.0,2,28.0,59.0,1,168.0,1.0,1,1,1
51460,1ORHC7ow4JWHvmxGFtWyl98he652,30,1,29.0,1,30.0,61.0,1,166.0,1.0,1,1,1
51490,1OZKaRcbnXYKfg7SzqdfYmEbcht1,126,0,125.0,1,126.0,60.0,0,171.0,2.0,2,1,1
51616,1OgG0s7O38SGoNg5VJXQKLk7lym1,149,1,19.0,3,49.66666666666666,68.0,0,178.0,2.0,2,1,1
51765,1OskW2zNCugpYS20eFALwad2cg13,32,1,31.0,1,32.0,72.0,1,169.0,1.0,1,1,1
